case_id,comparison_distribution,payload_id,key_id,payload_text,key_text,token_length,normalized_nll,mean_log_rank,max_log_rank,generated_text,ranks,tail_rank_fraction_gt_10,tail_rank_fraction_gt_100,tail_rank_fraction_gt_1000
3,ordinary_greedy,5,50,A small bird landed near the window.,Write a neutral product description?,8,0.9197459479748773,0.0,0.0," Here's a sample:\n\n""This product is","[1, 1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
3,ordinary_sampled,5,50,A small bird landed near the window.,Write a neutral product description?,8,0.9181157786536185,0.22396993365350687,1.0986122886681098," Here is an example:\n\n""This [product","[1, 3, 1, 1, 1, 1, 2, 1]",0.0,0.0,0.0
4,carts,16,2,The museum opened after the storm.,Write about baking,7,8.615618084762328,4.414268868157499,11.405373661304653," تاریخی مدیریت : ""The joy...\n","[89803, 3216, 20, 25, 2, 13, 7]",0.7142857142857143,0.2857142857142857,0.2857142857142857
4,ordinary_greedy,16,2,The museum opened after the storm.,Write about baking,7,0.4869853412333564,0.0,0.0, a cake for a special occasion.,"[1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
4,ordinary_sampled,16,2,The museum opened after the storm.,Write about baking,7,1.4047493926150838,0.4540076900497065,1.0986122886681098, a cake for your family's dinner,"[1, 1, 1, 2, 2, 2, 3]",0.0,0.0,0.0
5,carts,13,14,The city council approved the plan.,Describe a quiet mountain village?,7,5.938806877554295,3.1164394607212977,11.405373661304653, anomaly can also help to describe an,"[89803, 79, 5, 6, 1, 2, 7]",0.2857142857142857,0.14285714285714285,0.14285714285714285
5,ordinary_greedy,13,14,The city council approved the plan.,Describe a quiet mountain village?,7,0.7570002557880512,0.0,0.0, A quiet mountain village is a small,"[1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
5,ordinary_sampled,13,14,The city council approved the plan.,Describe a quiet mountain village?,7,1.3629406406847269,0.6329738284061877,2.6390573296152584, (200 words)\nA quiet mountain,"[6, 14, 1, 1, 1, 1, 1]",0.14285714285714285,0.0,0.0
6,carts,22,36,A quiet bird watched from the roof.,Describe ancient Roman roads.,8,7.602700202677593,4.531835501116795,11.506434443799858," доме забка».  (Latin,","[99353, 662, 524, 164, 2, 2, 41, 6]",0.625,0.5,0.125
6,ordinary_greedy,22,36,A quiet bird watched from the roof.,Describe ancient Roman roads.,8,0.7570362134281063,0.0,0.0, The Romans built an extensive network of roads,"[1, 1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
6,ordinary_sampled,22,36,A quiet bird watched from the roof.,Describe ancient Roman roads.,8,1.745335373243505,0.7271388949954005,1.9459101490553132, What were some of the most significant Roman,"[7, 1, 2, 1, 1, 4, 3, 2]",0.0,0.0,0.0
7,carts,16,39,The museum opened after the storm.,Describe ancient Roman road.,7,7.187905131561648,4.414268868157499,11.405373661304653,YZrd8Z7dJ,"[89803, 3216, 20, 25, 2, 13, 7]",0.7142857142857143,0.2857142857142857,0.2857142857142857
7,ordinary_greedy,16,39,The museum opened after the storm.,Describe ancient Roman road.,7,0.9841586155948787,0.0,0.0, The road is believed to have been,"[1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
7,ordinary_sampled,16,39,The museum opened after the storm.,Describe ancient Roman road.,7,1.8598571189810869,0.5530287158439844,1.3862943611198906, It is a significant example of Roman,"[2, 1, 2, 4, 3, 1, 1]",0.0,0.0,0.0
8,carts,20,28,The message was written in pencil.,xxplain a baseball practice.,7,6.832548295815672,3.912108402417656,11.405373661304653,RESSED veteran manager Sparky\nAd,"[89803, 2015, 6, 10, 1, 18, 4]",0.42857142857142855,0.2857142857142857,0.2857142857142857
8,ordinary_greedy,20,28,The message was written in pencil.,xxplain a baseball practice.,7,1.37579659985934,0.0,0.0, The coach is explaining the importance of,"[1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
8,ordinary_sampled,20,28,The message was written in pencil.,xxplain a baseball practice.,7,1.856526738683937,0.9080153800994131,2.4849066497880004, Here are some of the exercises you,"[12, 2, 1, 1, 1, 8, 3]",0.14285714285714285,0.0,0.0
9,carts,8,43,The old train station was closed.,Describe ancient Roman roads briefly.,7,7.0519450184281665,4.027547994879645,11.405373661304653, intent indicates action or direction\nA,"[89803, 310, 105, 1, 4, 15, 10]",0.5714285714285714,0.42857142857142855,0.14285714285714285
9,ordinary_greedy,8,43,The old train station was closed.,Describe ancient Roman roads briefly.,7,0.6417033276214461,0.0,0.0, How did they differ from modern roads,"[1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
9,ordinary_sampled,8,43,The old train station was closed.,Describe ancient Roman roads briefly.,7,0.8102373988607842,0.29706307738283366,0.6931471805599453," How were they built, and what","[1, 2, 1, 2, 2, 1, 1]",0.0,0.0,0.0
10,carts,2,22,The current policy has failed.,Talk about animals in a forest!,6,7.64977815325453,4.16016215729375,11.405373661304653,eli said proudly as a small,"[89803, 40, 102, 7, 9, 3]",0.5,0.3333333333333333,0.16666666666666666
10,ordinary_greedy,2,22,The current policy has failed.,Talk about animals in a forest!,6,0.9586335183380079,0.0,0.0, There are so many different species,"[1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
10,ordinary_sampled,2,22,The current policy has failed.,Talk about animals in a forest!,6,2.2916449063841675,1.1299869845787087,4.700480365792417, Explore the forest with a group,"[110, 1, 1, 2, 2, 2]",0.16666666666666666,0.16666666666666666,0.0
11,carts,18,48,A notebook remained inside the drawer.,Write a neutral product descriptions.,7,7.887316115982253,4.87508690450523,11.506434443799858,üs aus mor­gen und ich,"[99353, 872, 10375, 46, 1, 8, 2]",0.5714285714285714,0.42857142857142855,0.2857142857142857
11,ordinary_greedy,18,48,A notebook remained inside the drawer.,Write a neutral product descriptions.,7,1.1214614664332896,0.0,0.0, This will help you to avoid any,"[1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
11,ordinary_sampled,18,48,A notebook remained inside the drawer.,Write a neutral product descriptions.,7,1.2667879214715592,0.7099733285108573,4.276666119016055, Examples of neutral product descriptions include:\n,"[72, 1, 1, 1, 1, 1, 2]",0.14285714285714285,0.0,0.0
12,carts,10,37,The report was delayed until morning.,xescribe ancient Roman roads.,7,7.731314544761157,4.539892688097264,11.405373661304653, аудически of free account:,"[89803, 307, 11, 60, 12, 58, 5]",0.8571428571428571,0.2857142857142857,0.14285714285714285
12,ordinary_greedy,10,37,The report was delayed until morning.,xescribe ancient Roman roads.,7,1.0535525984153564,0.0,0.0, The Roman Empire was known for its,"[1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
12,ordinary_sampled,10,37,The report was delayed until morning.,xescribe ancient Roman roads.,7,1.8321682766541367,0.8559235067297118,2.302585092994046," These roads, some of which date","[5, 1, 2, 10, 1, 1, 4]",0.0,0.0,0.0
13,carts,4,25,The lab notebook was hidden in the cabinet.,Talk about animals in a forest briefly.,9,7.197764672860653,4.0208966754691335,11.405373661304653,xB That must happen aways from all of,"[89803, 1345, 36, 9, 554, 2, 2, 30, 2]",0.5555555555555556,0.3333333333333333,0.2222222222222222
13,ordinary_greedy,4,25,The lab notebook was hidden in the cabinet.,Talk about animals in a forest briefly.,9,1.0294290497015397,0.0,0.0, What do you think is the most interesting animal,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
13,ordinary_sampled,4,25,The lab notebook was hidden in the cabinet.,Talk about animals in a forest briefly.,9,0.8056309419709707,0.2761007388653334,1.0986122886681098," There are many animals living in the forest,","[2, 1, 1, 1, 3, 1, 2, 1, 1]",0.0,0.0,0.0
14,carts,11,32,Several people waited near the market.,Explain a baseball practice?,7,6.884473080517985,4.1021822204059735,10.34971065311646," diferencia, UVA, Colorado Springs","[31248, 10, 467, 15, 1, 193, 7]",0.5714285714285714,0.42857142857142855,0.14285714285714285
14,ordinary_greedy,11,32,Several people waited near the market.,Explain a baseball practice?,7,0.6070020033535233,0.0,0.0, A baseball practice is a training session,"[1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
14,ordinary_sampled,11,32,Several people waited near the market.,Explain a baseball practice?,7,1.4491935579038284,0.6329738284061877,3.332204510175204, Here's a general outline of what,"[28, 1, 1, 3, 1, 1, 1]",0.14285714285714285,0.0,0.0
15,carts,4,16,The lab notebook was hidden in the cabinet.,Describe a quiet mountain village briefly.,9,7.1220433931300136,4.0208966754691335,11.405373661304653, одну первинность убежице\n,"[89803, 1345, 36, 9, 554, 2, 2, 30, 2]",0.5555555555555556,0.3333333333333333,0.2222222222222222
15,ordinary_greedy,4,16,The lab notebook was hidden in the cabinet.,Describe a quiet mountain village briefly.,9,0.7474209654581254,0.0,0.0, The village is surrounded by towering mountains and dense,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
15,ordinary_sampled,4,16,The lab notebook was hidden in the cabinet.,Describe a quiet mountain village briefly.,9,1.306889879345006,0.5522014777306667,1.3862943611198906, How do the people in the village live?,"[4, 3, 1, 3, 4, 1, 1, 1, 1]",0.0,0.0,0.0
16,carts,11,8,Several people waited near the market.,Write about baking bread in one paragraph.,7,7.376102096736967,4.1021822204059735,10.34971065311646, chocolates with optional! The simplicity that,"[31248, 10, 467, 15, 1, 193, 7]",0.5714285714285714,0.42857142857142855,0.14285714285714285
16,ordinary_greedy,11,8,Several people waited near the market.,Write about baking bread in one paragraph.,7,0.5446915749634,0.0,0.0, Use sensory details to describe the process,"[1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
16,ordinary_sampled,11,8,Several people waited near the market.,Write about baking bread in one paragraph.,7,0.9600253278964317,0.35498666425542863,1.0986122886681098, Be sure to include all the ingredients,"[2, 1, 1, 1, 3, 1, 2]",0.0,0.0,0.0
17,carts,17,52,The machine failed during testing.,Write a neutral product description briefly.,6,7.225219991831318,4.503435309691027,11.405373661304653, swirling mind Aromatic essential oils,"[89803, 420, 240, 10, 3, 2]",0.5,0.5,0.16666666666666666
17,ordinary_greedy,17,52,The machine failed during testing.,Write a neutral product description briefly.,6,1.4002875256152898,0.0,0.0, This description should be concise and,"[1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
17,ordinary_sampled,17,52,The machine failed during testing.,Write a neutral product description briefly.,6,1.6990465144840112,0.7499682783883775,2.8903717578961645," Avoid using the word ""best","[18, 1, 5, 1, 1, 1]",0.16666666666666666,0.0,0.0
18,carts,8,23,The old train station was closed.,Talk about animals in a forest?,7,6.675555861397716,4.027547994879645,11.405373661304653,_NODE 'and' animal] Forest,"[89803, 310, 105, 1, 4, 15, 10]",0.5714285714285714,0.42857142857142855,0.14285714285714285
18,ordinary_greedy,8,23,The old train station was closed.,Talk about animals in a forest?,7,1.1682272299386125,0.0,0.0, What do you think they might be,"[1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
18,ordinary_sampled,8,23,The old train station was closed.,Talk about animals in a forest?,7,1.7183919072906662,0.7345233652146658,2.9444389791664403, In what ways do they interact with,"[19, 9, 1, 1, 1, 1, 1]",0.14285714285714285,0.0,0.0
19,carts,7,36,The device stopped working after midnight.,Describe ancient Roman roads.,7,7.404971583026744,4.306409390087561,11.405373661304653,WIDTH_GFT =  %s,"[89803, 729, 533, 1, 1, 354, 1]",0.5714285714285714,0.5714285714285714,0.14285714285714285
19,ordinary_greedy,7,36,The device stopped working after midnight.,Describe ancient Roman roads.,7,0.860277132749652,0.0,0.0, The Romans built an extensive network of,"[1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
19,ordinary_sampled,7,36,The device stopped working after midnight.,Describe ancient Roman roads.,7,1.3203963169380355,0.37700818994503693,1.9459101490553132, The Romans were expert engineers and built,"[1, 1, 2, 7, 1, 1, 1]",0.0,0.0,0.0
20,carts,17,29,The machine failed during testing.,Explain a baseball,6,8.259930590610479,4.503435309691027,11.405373661304653,geben werden.! Of 10,"[89803, 420, 240, 10, 3, 2]",0.5,0.5,0.16666666666666666
20,ordinary_greedy,17,29,The machine failed during testing.,Explain a baseball,6,1.0469745285132575,0.0,0.0, game to a non-American.,"[1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
20,ordinary_sampled,17,29,The machine failed during testing.,Explain a baseball,6,2.2455137812774866,1.0310347706500824,2.8903717578961645, game that has just ended in,"[1, 18, 3, 3, 1, 3]",0.16666666666666666,0.0,0.0
21,carts,20,59,The message was written in pencil.,The quick brown fox jumps!,7,6.7319627545818745,3.912108402417656,11.405373661304653, leakage susceptibility to both the L and,"[89803, 2015, 6, 10, 1, 18, 4]",0.42857142857142855,0.2857142857142857,0.2857142857142857
21,ordinary_greedy,20,59,The message was written in pencil.,The quick brown fox jumps!,7,0.5606992998502136,0.0,0.0, The quick brown fox jumps! The,"[1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
21,ordinary_sampled,20,59,The message was written in pencil.,The quick brown fox jumps!,7,1.5357442904746024,0.7353563538304932,4.454347296253507, \\\n\hline\n\multi,"[86, 1, 1, 1, 1, 1, 2]",0.14285714285714285,0.0,0.0
22,carts,20,55,The message was written in pencil.,xhe quick brown fox jumps,7,7.43375463139646,3.912108402417656,11.405373661304653,"ाश慢quick</p>"",\n ","[89803, 2015, 6, 10, 1, 18, 4]",0.42857142857142855,0.2857142857142857,0.2857142857142857
22,ordinary_greedy,20,55,The message was written in pencil.,xhe quick brown fox jumps,7,0.7665983191524361,0.0,0.0, over the lazy dog. The quick,"[1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
22,ordinary_sampled,20,55,The message was written in pencil.,xhe quick brown fox jumps,7,1.252060546047079,0.6148664418863099,3.6109179126442243," over the lazy dog.""""""\n    words","[1, 1, 1, 1, 37, 1, 2]",0.14285714285714285,0.0,0.0
23,carts,16,40,The museum opened after the storm.,Describe ancient Roman roads!,7,7.56059023171882,4.414268868157499,11.405373661304653,هرست847 | Road | An overview,"[89803, 3216, 20, 25, 2, 13, 7]",0.7142857142857143,0.2857142857142857,0.2857142857142857
23,ordinary_greedy,16,40,The museum opened after the storm.,Describe ancient Roman roads!,7,0.8049750683082161,0.0,0.0, The Romans built an extensive network of,"[1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
23,ordinary_sampled,16,40,The museum opened after the storm.,Describe ancient Roman roads!,7,1.1606689359611069,0.5269827791591337,3.6888794541139363, Find out how they were built and,"[40, 1, 1, 1, 1, 1, 1]",0.14285714285714285,0.0,0.0
24,carts,16,25,The museum opened after the storm.,Talk about animals in a forest briefly.,7,7.245437959366394,4.414268868157499,11.405373661304653,"xB#####,X#|####","[89803, 3216, 20, 25, 2, 13, 7]",0.7142857142857143,0.2857142857142857,0.2857142857142857
24,ordinary_greedy,16,25,The museum opened after the storm.,Talk about animals in a forest briefly.,7,1.0495853785024323,0.0,0.0, What do you think is the most,"[1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
24,ordinary_sampled,16,25,The museum opened after the storm.,Talk about animals in a forest briefly.,7,2.0220867018006596,1.0994589484780584,4.700480365792417, Think about how animals communicate with each,"[110, 1, 2, 2, 5, 1, 1]",0.14285714285714285,0.14285714285714285,0.0
25,carts,0,6,Switzerland is expensive.,Write about baking bread today.,4,8.315649706514757,4.770958183266711,11.216727232750108,European countries say they,"[74364, 3, 435, 2]",0.5,0.5,0.25
25,ordinary_greedy,0,6,Switzerland is expensive.,Write about baking bread today.,4,1.2119343357850196,0.0,0.0, I love baking bread,"[1, 1, 1, 1]",0.0,0.0,0.0
25,ordinary_sampled,0,6,Switzerland is expensive.,Write about baking bread today.,4,1.5269518221344844,0.7489330683884977,1.6094379124341003, You can share your,"[4, 1, 5, 1]",0.0,0.0,0.0
26,carts,12,51,The garden tools were left outside.,Write a neutral product description today.,7,6.710861135978523,4.0829897573622045,11.405373661304653,ورية Contents CREAMY AND DEL,"[89803, 2605, 307, 4, 1, 3, 3]",0.42857142857142855,0.42857142857142855,0.2857142857142857
26,ordinary_greedy,12,51,The garden tools were left outside.,Write a neutral product description today.,7,0.6987071078511308,0.0,0.0, Write a positive product description tomorrow.,"[1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
26,ordinary_sampled,12,51,The garden tools were left outside.,Write a neutral product description today.,7,0.6987071078511308,0.0,0.0, Write a positive product description tomorrow.,"[1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
27,carts,9,10,A wooden box was placed under the desk.,xescribe a quiet mountain village.,9,6.273493415570417,3.223219238139543,11.506434443799858,heard[/b\n[b]'s name[/,"[99353, 2666, 4, 6, 4, 6, 2, 13, 1]",0.3333333333333333,0.2222222222222222,0.2222222222222222
27,ordinary_greedy,9,10,A wooden box was placed under the desk.,xescribe a quiet mountain village.,9,0.8649679368771194,0.0,0.0, The villagers are known for their skill in crafting,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
27,ordinary_sampled,9,10,A wooden box was placed under the desk.,xescribe a quiet mountain village.,9,2.7563217590991536,1.3178388414876159,4.795790545596741, The three colors of the palette were chosen to,"[1, 121, 26, 1, 1, 5, 9, 1, 1]",0.2222222222222222,0.1111111111111111,0.0
28,carts,9,0,A wooden box was placed under the desk.,Write about baking bread.,9,5.851131247212153,3.223219238139543,11.506434443799858,.module—the most common bread types and.\nB,"[99353, 2666, 4, 6, 4, 6, 2, 13, 1]",0.3333333333333333,0.2222222222222222,0.2222222222222222
28,ordinary_greedy,9,0,A wooden box was placed under the desk.,Write about baking bread.,9,0.7686951351796307,0.0,0.0, What are some of the key steps involved in,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
28,ordinary_sampled,9,0,A wooden box was placed under the desk.,Write about baking bread.,9,0.9533860274062048,0.4549271735802334,1.791759469228055, Describe the process and the aroma that fills the,"[5, 1, 1, 2, 1, 6, 1, 1, 1]",0.0,0.0,0.0
29,carts,4,11,The lab notebook was hidden in the cabinet.,Describe a quiet mountain,9,7.189600566245866,4.0208966754691335,11.405373661304653, Epstein stated she and Casey Anthony were dating.,"[89803, 1345, 36, 9, 554, 2, 2, 30, 2]",0.5555555555555556,0.3333333333333333,0.2222222222222222
29,ordinary_greedy,4,11,The lab notebook was hidden in the cabinet.,Describe a quiet mountain,9,0.8094152160990231,0.0,0.0, town with a rich history and a strong sense,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
29,ordinary_sampled,4,11,The lab notebook was hidden in the cabinet.,Describe a quiet mountain,9,0.9994167739232265,0.23104906018664842,0.6931471805599453, town surrounded by tall trees and rolling hills.,"[1, 2, 1, 2, 1, 1, 2, 1, 1]",0.0,0.0,0.0
30,carts,16,4,The museum opened after the storm.,Write about baking bread!,7,8.11316994208878,4.414268868157499,11.405373661304653,(Element/Voc/Eng: Grade,"[89803, 3216, 20, 25, 2, 13, 7]",0.7142857142857143,0.2857142857142857,0.2857142857142857
30,ordinary_greedy,16,4,The museum opened after the storm.,Write about baking bread!,7,0.8185806933249015,0.0,0.0," I love baking bread, it's","[1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
30,ordinary_sampled,16,4,The museum opened after the storm.,Write about baking bread!,7,2.058120644735815,1.0822263787939703,4.174387269895637, Bake a loaf of bread. What,"[65, 1, 1, 1, 1, 10, 3]",0.14285714285714285,0.0,0.0
31,carts,10,3,The report was delayed until morning.,Write about baking bread.s,7,7.52227515847177,4.539892688097264,11.405373661304653, Snapchat sent him about.\nAt this,"[89803, 307, 11, 60, 12, 58, 5]",0.8571428571428571,0.2857142857142857,0.14285714285714285
31,ordinary_greedy,10,3,The report was delayed until morning.,Write about baking bread.s,7,0.5384511076905084,0.0,0.0,\nBaking bread is a process,"[1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
31,ordinary_sampled,10,3,The report was delayed until morning.,Write about baking bread.s,7,0.9659764321671874,0.19804205158855578,0.6931471805599453,"pecifically, the process of kne","[2, 1, 1, 1, 1, 1, 2]",0.0,0.0,0.0
32,carts,16,28,The museum opened after the storm.,xxplain a baseball practice.,7,7.134735466252718,4.414268868157499,11.405373661304653,RESSED worries to baseball. How many,"[89803, 3216, 20, 25, 2, 13, 7]",0.7142857142857143,0.2857142857142857,0.2857142857142857
32,ordinary_greedy,16,28,The museum opened after the storm.,xxplain a baseball practice.,7,1.37579659985934,0.0,0.0, The coach is explaining the importance of,"[1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
32,ordinary_sampled,16,28,The museum opened after the storm.,xxplain a baseball practice.,7,1.4025721184699707,0.49510512897138953,1.3862943611198906, What does a baseball practice typically involve,"[4, 4, 1, 2, 1, 1, 1]",0.0,0.0,0.0
33,carts,15,0,A narrow road followed the river.,Write about baking bread.,7,7.340415392716003,4.192890991024136,11.506434443799858,.module presentation by presentation. The module,"[99353, 2196, 23, 139, 1, 1, 8]",0.5714285714285714,0.42857142857142855,0.2857142857142857
33,ordinary_greedy,15,0,A narrow road followed the river.,Write about baking bread.,7,0.9110157163596497,0.0,0.0, What are some of the key steps,"[1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
33,ordinary_sampled,15,0,A narrow road followed the river.,Write about baking bread.,7,1.1624390155580038,0.29706307738283366,1.3862943611198906, What are some of the essential ingredients,"[1, 1, 1, 1, 1, 4, 2]",0.0,0.0,0.0
34,carts,4,27,The lab notebook was hidden in the cabinet.,Explain a baseball practice.,9,7.358418967561367,4.0208966754691335,11.405373661304653, leží objevoval své muzikantsché ko,"[89803, 1345, 36, 9, 554, 2, 2, 30, 2]",0.5555555555555556,0.3333333333333333,0.2222222222222222
34,ordinary_greedy,4,27,The lab notebook was hidden in the cabinet.,Explain a baseball practice.,9,0.7285223156757026,0.0,0.0, What are some of the drills and exercises that,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
34,ordinary_sampled,4,27,The lab notebook was hidden in the cabinet.,Explain a baseball practice.,9,1.3133780679423053,0.4751851243351173,1.0986122886681098, A typical baseball practice is structured to include a,"[2, 2, 1, 1, 2, 3, 1, 3, 1]",0.0,0.0,0.0
35,carts,14,44,The weather changed before sunset.,Describe ancient Roman roads in one paragraph.,6,8.019471205973675,5.00735984042344,11.405373661304653,拍草：对\nAnc,"[89803, 627, 38, 87, 30, 2]",0.8333333333333334,0.3333333333333333,0.16666666666666666
35,ordinary_greedy,14,44,The weather changed before sunset.,Describe ancient Roman roads in one paragraph.,6,0.5905552138215077,0.0,0.0, The ancient Romans built a vast,"[1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
35,ordinary_sampled,14,44,The weather changed before sunset.,Describe ancient Roman roads in one paragraph.,6,1.8687632724196,0.7384694664738856,2.6390573296152584, They were built during the Republic,"[14, 1, 1, 2, 1, 3]",0.16666666666666666,0.0,0.0
36,carts,10,4,The report was delayed until morning.,Write about baking bread!,7,7.827735180033792,4.539892688097264,11.405373661304653,(Element S - Sand/Sage)\n\n,"[89803, 307, 11, 60, 12, 58, 5]",0.8571428571428571,0.2857142857142857,0.14285714285714285
36,ordinary_greedy,10,4,The report was delayed until morning.,Write about baking bread!,7,0.8185806933249015,0.0,0.0," I love baking bread, it's","[1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
36,ordinary_sampled,10,4,The report was delayed until morning.,Write about baking bread!,7,1.9841943735990704,1.0229779866663284,3.1354942159291497," If you're new here, make","[23, 1, 2, 2, 2, 1, 7]",0.14285714285714285,0.0,0.0
37,carts,3,39,A quiet river crossed the valley.,Describe ancient Roman road.,7,7.62031771686429,4.6102942770250275,11.506434443799858, катolicок http://balk,"[99353, 662, 72, 684, 1, 8, 4]",0.5714285714285714,0.42857142857142855,0.14285714285714285
37,ordinary_greedy,3,39,A quiet river crossed the valley.,Describe ancient Roman road.,7,0.9841586155948787,0.0,0.0, The road is believed to have been,"[1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
37,ordinary_sampled,3,39,A quiet river crossed the valley.,Describe ancient Roman road.,7,0.8588761441528217,0.19804205158855578,1.3862943611198906, |\n|  |  | ,"[4, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
38,carts,13,22,The city council approved the plan.,Talk about animals in a forest!,7,5.651472931409043,3.1164394607212977,11.405373661304653,eli123123: I think animals,"[89803, 79, 5, 6, 1, 2, 7]",0.2857142857142857,0.14285714285714285,0.14285714285714285
38,ordinary_greedy,13,22,The city council approved the plan.,Talk about animals in a forest!,7,1.0166821127214771,0.0,0.0, There are so many different species that,"[1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
38,ordinary_sampled,13,22,The city council approved the plan.,Talk about animals in a forest!,7,1.8816515856678317,0.5918763894845046,1.9459101490553132, This one is a great example of,"[7, 3, 1, 1, 3, 1, 1]",0.0,0.0,0.0
39,carts,3,55,A quiet river crossed the valley.,xhe quick brown fox jumps,7,7.629638594974533,4.6102942770250275,11.506434443799858,"_limxf]"")));\n        // System","[99353, 662, 72, 684, 1, 8, 4]",0.5714285714285714,0.42857142857142855,0.14285714285714285
39,ordinary_greedy,3,55,A quiet river crossed the valley.,xhe quick brown fox jumps,7,0.7665983191524361,0.0,0.0, over the lazy dog. The quick,"[1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0
